,Name,MarketCap,Sector,industry,ExDivDate,StockPrice,DivYield,DivShare,Volatility,Expiry,OptionPrice,Open Int,Strike,Vol,NumDivs,DivIncome,GLExercise,TotalIncome,Return,AnnRet
DSW,DSW Inc.,3057774906.9,Consumer Services,Clothing/Shoe/Accessory Stores,12-13-2012,68.35,2.87,16.3470416667,55.0448621563,03-16-13,0.5,75,75,1,1,16.3470416667,6.65,16.8470416667,0.2464819556,1.4788917337
DSW,DSW Inc.,3057774906.9,Consumer Services,Clothing/Shoe/Accessory Stores,12-13-2012,68.35,2.87,16.3470416667,55.0448621563,04-20-13,5.4,39,65,10,1,16.3470416667,-3.35,18.3970416667,0.2691593514,1.0766374055
DSW,DSW Inc.,3057774906.9,Consumer Services,Clothing/Shoe/Accessory Stores,12-13-2012,68.35,2.87,16.3470416667,55.0448621563,04-20-13,4.3,317,68,1,1,16.3470416667,-0.35,20.2970416667,0.2969574494,1.1878297976
DSW,DSW Inc.,3057774906.9,Consumer Services,Clothing/Shoe/Accessory Stores,12-13-2012,68.35,2.87,16.3470416667,55.0448621563,04-20-13,2.93,234,70,3,1,16.3470416667,1.65,19.2770416667,0.2820342599,1.1281370397
DSW,DSW Inc.,3057774906.9,Consumer Services,Clothing/Shoe/Accessory Stores,12-13-2012,68.35,2.87,16.3470416667,55.0448621563,04-20-13,2.15,59,73,1,1,16.3470416667,4.65,18.4970416667,0.2706224092,1.0824896367
DSW,DSW Inc.,3057774906.9,Consumer Services,Clothing/Shoe/Accessory Stores,12-13-2012,68.35,2.87,16.3470416667,55.0448621563,04-20-13,1.6,89,75,1,1,16.3470416667,6.65,17.9470416667,0.2625755913,1.0503023653
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,02-16-13,1.51,87,7,1,2,0,-1.85,-0.34,-0.0384180791,-0.4610169492
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,02-16-13,0.95,844,8,810,2,0,-0.85,0.1,0.011299435,0.1355932203
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,02-16-13,0.25,"5,809",9,41,2,0,0.15,0.25,0.0282485876,0.3389830508
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,02-16-13,0.05,102,10,2,2,0,1.15,0.05,0.0056497175,0.0677966102
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,02-16-13,1.51,87,7,1,2,0,-1.85,-0.34,-0.0384180791,-0.4610169492
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,02-16-13,0.95,844,8,810,2,0,-0.85,0.1,0.011299435,0.1355932203
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,02-16-13,0.25,"5,809",9,41,2,0,0.15,0.25,0.0282485876,0.3389830508
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,02-16-13,0.05,102,10,2,2,0,1.15,0.05,0.0056497175,0.0677966102
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,03-16-13,1.97,"1,228",7,6,2,0,-1.85,0.12,0.013559322,0.0813559322
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,03-16-13,1.02,757,8,2,2,0,-0.85,0.17,0.0192090395,0.1152542373
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,03-16-13,0.45,"1,465",9,10,2,0,0.15,0.45,0.0508474576,0.3050847458
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,03-16-13,0.1,173,10,11,2,0,1.15,0.1,0.011299435,0.0677966102
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,03-16-13,0.1,30,11,0,2,0,2.15,0.1,0.011299435,0.0677966102
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,06-22-13,2.1,168,7,16,2,0,-1.85,0.25,0.0282485876,0.0677966102
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,06-22-13,1.3,"1,270",8,43,2,0,-0.85,0.45,0.0508474576,0.1220338983
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,06-22-13,0.7,285,9,4,2,0,0.15,0.7,0.0790960452,0.1898305085
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,06-22-13,0.35,270,10,1,2,0,1.15,0.35,0.0395480226,0.0949152542
DSX,Diana Shipping inc.,734458552.95,Transportation,Marine Transportation,11-24-2008,8.85,0,0,30.4860019703,06-22-13,0.15,37,11,5,2,0,2.15,0.15,0.0169491525,0.0406779661
DTE,DTE Energy Company,10797604469.5,Public Utilities,Electric Utilities: Central,12-17-2012,62.75,2.416,12.6336666667,24.0100894659,04-20-13,3,400,60,3,1,12.6336666667,-2.75,12.8836666667,0.2053173971,0.8212695883
DTE,DTE Energy Company,10797604469.5,Public Utilities,Electric Utilities: Central,12-17-2012,62.75,2.416,12.6336666667,24.0100894659,04-20-13,0.35,862,65,10,1,12.6336666667,2.25,12.9836666667,0.2069110226,0.8276440903
DUF,Duff & Phelps Corporation,665624307.06,Finance,Investment Bankers/Brokers/Service,11-2-2012,15.69,0.36,0.4707,74.0538218334,05-18-13,0.05,35,17.5,10,2,0.9414,1.81,0.9914,0.0631867431,0.1895602294
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,02-16-13,2.8,"1,093",65,2,1,17.1498,-2.92,17.0298,0.2507332155,3.0087985866
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,02-16-13,0.8,"2,276",67.5,154,1,17.1498,-0.42,17.5298,0.2580948174,3.0971378092
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,02-16-13,0.05,63,70,28,1,17.1498,2.08,17.1998,0.2532361602,3.0388339223
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,02-16-13,2.8,"1,093",65,2,1,17.1498,-2.92,17.0298,0.2507332155,3.0087985866
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,02-16-13,0.8,"2,276",67.5,154,1,17.1498,-0.42,17.5298,0.2580948174,3.0971378092
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,02-16-13,0.05,63,70,28,1,17.1498,2.08,17.1998,0.2532361602,3.0388339223
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,03-16-13,0.75,39,67.5,3,1,17.1498,-0.42,17.4798,0.2573586572,1.5441519435
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,03-16-13,0.1,151,70,20,1,17.1498,2.08,17.2498,0.2539723204,1.5238339223
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,04-20-13,2.98,"3,668",65,10,1,17.1498,-2.92,17.2098,0.2533833922,1.0135335689
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,04-20-13,1.25,"1,505",67.5,5,1,17.1498,-0.42,17.9798,0.2647202591,1.0588810365
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,04-20-13,0.3,"2,803",70,2,1,17.1498,2.08,17.4498,0.2569169611,1.0276678445
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,04-20-13,0.1,21,72.5,1,1,17.1498,4.58,17.2498,0.2539723204,1.0158892815
DUK,Duke Energy Corporation,47832233937.84,Public Utilities,Power Generation,11-14-2012,67.92,3.03,17.1498,29.947236585,04-20-13,0.1,10,75,2,1,17.1498,7.08,17.2498,0.2539723204,1.0158892815
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,4.22,132,20,5,1,0.6536,-4.51,0.3636,0.0148347613,0.1780171359
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,2.3,224,22.5,5,1,0.6536,-2.01,0.9436,0.038498572,0.4619828641
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,1,"2,286",25,11,1,0.6536,0.49,1.6536,0.0674663403,0.8095960832
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,0.11,"3,600",30,27,1,0.6536,5.49,0.7636,0.0311546308,0.3738555692
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,0.05,248,35,26,1,0.6536,10.49,0.7036,0.0287066503,0.3444798042
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,4.22,132,20,5,1,0.6536,-4.51,0.3636,0.0148347613,0.1780171359
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,2.3,224,22.5,5,1,0.6536,-2.01,0.9436,0.038498572,0.4619828641
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,1,"2,286",25,11,1,0.6536,0.49,1.6536,0.0674663403,0.8095960832
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,0.11,"3,600",30,27,1,0.6536,5.49,0.7636,0.0311546308,0.3738555692
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,02-16-13,0.05,248,35,26,1,0.6536,10.49,0.7036,0.0287066503,0.3444798042
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,03-16-13,0.25,4,30,4,1,0.6536,5.49,0.9036,0.0368665851,0.2211995104
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,05-18-13,3.4,42,22.5,20,2,1.3072,-2.01,2.6972,0.1100448796,0.3301346389
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,05-18-13,2.5,134,25,10,2,1.3072,0.49,3.8072,0.1553325173,0.465997552
DV,DeVry Inc.,1555108078.02,Consumer Services,Other Consumer Services,11-28-2012,24.51,0.32,0.6536,104.8125378816,05-18-13,0.75,449,30,16,2,1.3072,5.49,2.0572,0.0839330885,0.2517992656
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,4.75,363,50,12,0,0,-4.98,-0.23,-0.0041833394,-0.0502000728
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,2.55,726,52.5,23,0,0,-2.48,0.07,0.0012731903,0.015278283
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,0.99,"4,297",55,913,0,0,0.02,0.99,0.0180065478,0.216078574
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,0.26,"5,565",57.5,555,0,0,2.52,0.26,0.0047289924,0.0567479083
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,0.08,509,60,609,0,0,5.02,0.08,0.0014550746,0.0174608949
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,4.75,363,50,12,0,0,-4.98,-0.23,-0.0041833394,-0.0502000728
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,2.55,726,52.5,23,0,0,-2.48,0.07,0.0012731903,0.015278283
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,0.99,"4,297",55,913,0,0,0.02,0.99,0.0180065478,0.216078574
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,0.26,"5,565",57.5,555,0,0,2.52,0.26,0.0047289924,0.0567479083
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,02-16-13,0.08,509,60,609,0,0,5.02,0.08,0.0014550746,0.0174608949
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,03-16-13,3.3,337,52.5,14,1,3.6653333333,-2.48,4.4853333333,0.081581181,0.4894870862
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,03-16-13,1.76,"3,963",55,"1,523",1,3.6653333333,0.02,5.4253333333,0.0986783073,0.5920698436
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,03-16-13,0.77,642,57.5,310,1,3.6653333333,2.52,4.4353333333,0.0806717594,0.4840305566
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,03-16-13,0.33,262,60,116,1,3.6653333333,5.02,3.9953333333,0.0726688493,0.4360130957
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,04-20-13,5.5,"1,247",50,152,1,3.6653333333,-4.98,4.1853333333,0.0761246514,0.3044986056
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,04-20-13,3.65,"1,219",52.5,6,1,3.6653333333,-2.48,4.8353333333,0.0879471323,0.3517885292
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,04-20-13,2.14,"1,617",55,55,1,3.6653333333,0.02,5.8053333333,0.1055899115,0.4223596459
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,04-20-13,1.19,"4,493",57.5,78,1,3.6653333333,2.52,4.8553333333,0.0883109009,0.3532436037
DVN,Devon Energy Corporation,22266900000,Energy,Oil & Gas Production,12-12-2012,54.98,0.8,3.6653333333,31.4891257058,04-20-13,0.6,"3,355",60,114,1,3.6653333333,5.02,4.2653333333,0.077579726,0.3103189038
DW,Drew Industries Incorporated,830830518.09,Capital Goods,Auto Parts:O.E.M.,12-6-2012,37.11,2,6.185,36.0557505506,04-20-13,2.56,6,30,10,1,6.185,-7.11,1.635,0.0440582053,0.1762328213
DW,Drew Industries Incorporated,830830518.09,Capital Goods,Auto Parts:O.E.M.,12-6-2012,37.11,2,6.185,36.0557505506,04-20-13,3.42,2,33,2,1,6.185,-4.11,5.495,0.1480732956,0.5922931824
DW,Drew Industries Incorporated,830830518.09,Capital Goods,Auto Parts:O.E.M.,12-6-2012,37.11,2,6.185,36.0557505506,04-20-13,0.7,35,38,5,1,6.185,0.89,6.885,0.1855295069,0.7421180275
DX,"Dynex Capital, Inc.",533381069.79,Consumer Services,Real Estate Investment Trusts,12-27-2012,9.81,1.15,0.940125,34.0308363566,02-16-13,0.05,45,10,30,0,0,0.19,0.05,0.00509684,0.0611620795
DX,"Dynex Capital, Inc.",533381069.79,Consumer Services,Real Estate Investment Trusts,12-27-2012,9.81,1.15,0.940125,34.0308363566,02-16-13,0.05,45,10,30,0,0,0.19,0.05,0.00509684,0.0611620795
DX,"Dynex Capital, Inc.",533381069.79,Consumer Services,Real Estate Investment Trusts,12-27-2012,9.81,1.15,0.940125,34.0308363566,03-16-13,0.15,122,10,11,1,0.940125,0.19,1.090125,0.1111238532,0.6667431193
DX,"Dynex Capital, Inc.",533381069.79,Consumer Services,Real Estate Investment Trusts,12-27-2012,9.81,1.15,0.940125,34.0308363566,03-16-13,0.25,3,12.5,0,1,0.940125,2.69,1.190125,0.1213175331,0.7279051988
DX,"Dynex Capital, Inc.",533381069.79,Consumer Services,Real Estate Investment Trusts,12-27-2012,9.81,1.15,0.940125,34.0308363566,06-22-13,0.2,166,10,2,2,1.88025,0.19,2.08025,0.2120540265,0.5089296636
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,02-16-13,7.2,171,45,2,1,11.7931333333,-6.8,12.1931333333,0.2353886744,2.8246640927
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,02-16-13,2.1,442,50,7,1,11.7931333333,-1.8,12.0931333333,0.2334581725,2.8014980695
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,02-16-13,0.1,121,55,1,1,11.7931333333,3.2,11.8931333333,0.2295971686,2.7551660232
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,02-16-13,7.2,171,45,2,1,11.7931333333,-6.8,12.1931333333,0.2353886744,2.8246640927
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,02-16-13,2.1,442,50,7,1,11.7931333333,-1.8,12.0931333333,0.2334581725,2.8014980695
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,02-16-13,0.1,121,55,1,1,11.7931333333,3.2,11.8931333333,0.2295971686,2.7551660232
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,03-16-13,2.65,40,50,40,2,23.5862666667,-1.8,24.4362666667,0.4717425997,2.8304555985
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,03-16-13,0.45,35,55,35,2,23.5862666667,3.2,24.0362666667,0.464020592,2.7841235521
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,05-18-13,7.36,43,45,1,2,23.5862666667,-6.8,24.1462666667,0.4661441441,1.3984324324
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,05-18-13,3.3,223,50,1,2,23.5862666667,-1.8,25.0862666667,0.4842908623,1.4528725869
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,05-18-13,0.95,85,55,1,2,23.5862666667,3.2,24.5362666667,0.4736731017,1.421019305
E,ENI S.p.A.,93828034687.8,Energy,Oil & Gas Production,9-24-2012,51.8,2.732,11.7931333333,32.5196606384,05-18-13,0.15,64,60,1,2,23.5862666667,8.2,23.7362666667,0.4582290862,1.3746872587
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,02-16-13,2.84,36,30,6,0,0,-3.09,-0.25,-0.0075551526,-0.0906618314
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,02-16-13,0.05,"1,457",35,8,0,0,1.91,0.05,0.0015110305,0.0181323663
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,02-16-13,2.84,36,30,6,0,0,-3.09,-0.25,-0.0075551526,-0.0906618314
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,02-16-13,0.05,"1,457",35,8,0,0,1.91,0.05,0.0015110305,0.0181323663
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,03-16-13,2.9,1,30,1,1,1.9854,-3.09,1.7954,0.054258084,0.3255485041
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,03-16-13,0.2,55,35,55,1,1.9854,1.91,2.1854,0.0660441221,0.3962647325
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,04-20-13,3.1,208,30,2,1,1.9854,-3.09,1.9954,0.0603022061,0.2412088244
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,04-20-13,0.35,"1,294",35,9,1,1.9854,1.91,2.3354,0.0705772137,0.2823088546
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,04-20-13,0.1,58,40,4,1,1.9854,6.91,2.0854,0.063022061,0.2520882442
EAT,"Brinker International, Inc.",2420214313.86,Consumer Services,Restaurants,12-5-2012,33.09,0.72,1.9854,53.5527468112,04-20-13,0.49,7,45,0,1,1.9854,11.91,2.4754,0.0748080991,0.2992323965
EBF,"Ennis, Inc.",395485040.16,Consumer Services,Office Equipment/Supplies/Services,12-18-2012,15.12,0.875,1.1025,22.5651778161,04-20-13,0.55,10,17.5,2,1,1.1025,2.38,1.6525,0.109292328,0.4371693122
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,1.15,35,15,24,2,0.392,-1.8,-0.258,-0.0153571429,-0.1842857143
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,0.95,358,16,1,2,0.392,-0.8,0.542,0.0322619048,0.3871428571
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,0.31,369,17,61,2,0.392,0.2,0.702,0.0417857143,0.5014285714
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,0.05,475,18,25,2,0.392,1.2,0.442,0.0263095238,0.3157142857
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,0.05,101,19,10,2,0.392,2.2,0.442,0.0263095238,0.3157142857
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,1.15,35,15,24,2,0.392,-1.8,-0.258,-0.0153571429,-0.1842857143
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,0.95,358,16,1,2,0.392,-0.8,0.542,0.0322619048,0.3871428571
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,0.31,369,17,61,2,0.392,0.2,0.702,0.0417857143,0.5014285714
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,0.05,475,18,25,2,0.392,1.2,0.442,0.0263095238,0.3157142857
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,02-16-13,0.05,101,19,10,2,0.392,2.2,0.442,0.0263095238,0.3157142857
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,03-16-13,2.27,298,15,10,2,0.392,-1.8,0.862,0.0513095238,0.3078571429
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,03-16-13,1.25,278,16,24,2,0.392,-0.8,0.842,0.0501190476,0.3007142857
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,03-16-13,0.95,284,17,27,2,0.392,0.2,1.342,0.0798809524,0.4792857143
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,03-16-13,0.4,976,18,13,2,0.392,1.2,0.792,0.0471428571,0.2828571429
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,03-16-13,0.4,23,19,4,2,0.392,2.2,0.792,0.0471428571,0.2828571429
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,06-22-13,2.58,116,15,4,2,0.392,-1.8,1.172,0.0697619048,0.1674285714
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,06-22-13,1.85,226,16,57,2,0.392,-0.8,1.442,0.0858333333,0.206
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,06-22-13,1.5,96,17,3,2,0.392,0.2,1.892,0.1126190476,0.2702857143
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,06-22-13,1.15,291,18,1,2,0.392,1.2,1.542,0.0917857143,0.2202857143
EBIX,Ebix Inc,626310871.2,Technology,EDP Services,8-13-2012,16.8,0.14,0.196,51.2189526478,06-22-13,0.75,150,19,3,2,0.392,2.2,1.142,0.0679761905,0.1631428571
EBR,Centrais Elc Braz Pfb B Elbras,5385718810.5,Public Utilities,Electric Utilities: Central,5-18-2012,3.5,0.654,0.19075,45.686195988,03-16-13,1.55,29,2.5,19,2,0.3815,-1,0.9315,0.2661428571,1.5968571429
EBR,Centrais Elc Braz Pfb B Elbras,5385718810.5,Public Utilities,Electric Utilities: Central,5-18-2012,3.5,0.654,0.19075,45.686195988,03-16-13,0.2,93,5,10,2,0.3815,1.5,0.5815,0.1661428571,0.9968571429
EBR,Centrais Elc Braz Pfb B Elbras,5385718810.5,Public Utilities,Electric Utilities: Central,5-18-2012,3.5,0.654,0.19075,45.686195988,03-16-13,0.1,20,7.5,10,2,0.3815,4,0.4815,0.1375714286,0.8254285714
